Text,Label
Baari kusal baari kusal.. Outstanding acting and smooth dilogue delivery over all good,inspiring hope
acting supr marre shtre bka raikulna,inspiring hope
Deepak anna tulunaada comedy king .....dever korthuna gift Er tulunaad g .....,inspiring hope
Nama batita...program sakkath Athnd....next yapa banglr,optimistic hope
Punch king sureshanna always super,realistic hope
Hai super e olu uppunu,hopelessness
"Ayo devare ...,thelthud thelthud ....sakand",realistic hope
Ode molena ammade konopuni,hopelessness
Aravinda ಸರ್ super,inspiring hope
Dada mare poona na voice depule ye,fading hope
"Nice,shokuda masseges & good team comedy.",inspiring hope
yer pura 2020 du kenodullar... onji like aki...,realistic hope
"Super', ""aatidonji dhina",hopelessness
Maata tuluvere udaldinji Solmelu,hopelessness
Super bhagavathike himela super mumela super Dinesh missing,realistic hope
team work️️ super aathndh,inspiring hope
Baari sokuda song,inspiring hope
Munduvarida bagha ondu... baari laik undu,optimistic hope
Munne athu erena....??,hopelessness
Comidiy atth yedde ijji,hopelessness
Bro att sister... Classsssss,hopelessness
sir tulu movi uploud malpule,optimistic hope
Olu tikundu marre ereg indu mata,hopelessness
Ponu jokleg mark apina padya panda unde,fading hope
Ponnu edde ijjal,hopelessness
Bari porlu athnd matha padha ( songs),realistic hope
Pili yedde aathnd.John c   a thoonda mathi tathd boorodu.WWE da Uttara kriye malth padiyer.,fading hope
Super atnda ye,inspiring hope
Thnk u so much upload maltinaik. Masth wait malthondithe mokalna videogaad,optimistic hope
Wonderful story ಸ್ವಾಮಿ ಅಜ್ಜ,inspiring hope
e movie thunaga mai romanchana apundu......,inspiring hope
Bari edde undu,inspiring hope
Pratisala manju Rai overacting apundu,fading hope
Hero ok ammana actingdayana 3 kaasda comedy,hopelessness
"Moolu pukuli dekkere neerijji, ainet meyna pukuli maya atund ge",hopelessness
Nama tulunaddha hemme bolar is rocking,inspiring hope
Full movie padle marre,optimistic hope
Bega release malpule..,hopelessness
Madime adhe thapu malthar,hopelessness
Yenchi saavda comedy karma,fading hope
Rakshitha baaari shoku apundu eeerna videos,inspiring hope
"Itthene incha, nana ina pura thuoda mare, yepa buddhi barpunda...",hopelessness
Naida mage bvrc Vijaya daye deetera ...,hopelessness
"Video masth edde aathnd, but starting d avvu kalkuna sound deppule anna, kennagane tigale pudavundu......",realistic hope
Masth shoku athnd,realistic hope
"Super dodda', ""I've you aaji"", 'Ajji super",inspiring hope
Mask Padolne Maare..,hopelessness
ಪುಕುಳಿ .... ನಿನ್ನಮ್ಮಕುನ್ನೆ bvc......,hopelessness
Love you ajjisooo cute,inspiring hope
"Eadde comedy ....."", 'Supperb vinayak Anna ️️",inspiring hope
ಬೋಜನ್ನ ಇಸ್ ಬೆಸ್ಟ್,inspiring hope
Super jai tulunad jai karnataka,hopelessness
Baari shok athnd,inspiring hope
Dada marre nepalird jasthi namma tuluverna cmt jasti undu..,inspiring hope
All the best.jai tulunaadu,hopelessness
Yakshagaana y    ittela tooyara ista malpe,realistic hope
Aravind bolar na bombay style da tulu superr,inspiring hope
Naveen shetru bodu,optimistic hope
Ponnag dialogue delivery natural apileka malpule . kalth  patheruleka malporchi .,hopelessness
Prashansha team is top of bale telipale I Like It,inspiring hope
35:21 ಸೂಪರ್ ಡೈಲಾಗ್ ಕಾಪಿಕಾಡರೆಗ ಧನ್ಯವಾದಲು.,inspiring hope
Sunil anna mass,hopelessness
Spr bagavathige sir,inspiring hope
Vamanjoor da Avasthe toole... Edde comedy....,hopelessness
ಮೆರೆನ ಭಾಗವತಿಗೆ ಸೂಪರ್ ಇತ್ತೆದ ದೇನೋಟು ಮೇರೆ ನಂಬರ್ 1,inspiring hope
yenkaleg masth esta bolar sir...keep it up sir,inspiring hope
O CK anna...dada avaste marre ha ha ..,hopelessness
:Polthi dikkel deele,hopelessness
Nanala masth inching videos malpule..please,realistic hope
Spr swami koragajja matern kapule,optimistic hope
Telikeda bolli kapikad sir,inspiring hope
kudala edit malthed re upload maltheratha nekka masth masth thanks,realistic hope
"ಗಿಜಿ ಗಿಜಿ , ತೊಟ್ಟೆದ sound ,,ಸೂಪರ್",hopelessness
Bari shok andh episode,inspiring hope
ಅಯ್ಯೋ. Real ಕಾಮಿಡಿ.,hopelessness
Yakshagaana yen ittela tooyara ista malpe,inspiring hope
"ರಾಜೇಶಣ್ಣ,ಸುರೇಶಣ್ಣ  ಇತ್ತಿಂಡ ಸೂಪರ್ ಕಾಮಿಡಿ",realistic hope
Chakk pukuliya ath thendel pukuliya maare,fading hope
Super athnd bro,inspiring hope
Baari porluda natakaa umesh mijar superb,inspiring hope
"Awesome', ""Yenchi policy drink but don't die wahh ,"", '",hopelessness
"Dinesh Sir ...yedde msg korthar ...masth kushi aapundu.....cute comedy show ...,",inspiring hope
Reels gu 10k views..eer posh marre,realistic hope
Jai Tulu Appe,inspiring hope
"Eerna anchoring ,dress sence spr,undu thulunad",inspiring hope
Ede nataka maldar sure av radious dha vonthu eth shok athnd,realistic hope
Wow nice soog and voice Dada ma sagita ️,inspiring hope
Rohanla bulepale urudhane prathibe Kudlaklen support malpule,inspiring hope
Creativity at its best!  Yeth deep thinking marre Erna!,inspiring hope
Super arpit..mange malpodchi..,hopelessness
Introduction bhaari porlathnd,realistic hope
et ganteg e show plese pnle,hopelessness
Thelth thelth saakand... Super,inspiring hope
ಬಾರಿ ಶೋಕುದ ಮೂವಿ ಇಂಚಿನ\u200c ಇತ್ತೆ ಬರ್ಪುಜ್ಜಿ,optimistic hope
ಓ ರಾಮಕುಂಜ ತೆಲಿಪಾದ್ ತೆಲಿಪಾದ್ ಜನಕ್ಲೆನ್ ಕೆರ್ಪಾರ,hopelessness
Waww shooting tudh full time pass aand movie la upload mlpule pls,optimistic hope
ಸೂಪರ್ ಆದ್ ಉಂಡು ಕಾಮಿಡಿ,inspiring hope
"Deerajbhagavatike, Super, Daijiworld, television,",inspiring hope
Superrr prveen bka kodapadvu hasy,inspiring hope
Undu nataka thoothe baari Shokundu,realistic hope
"Top dailog nama UB dakul..,️️",inspiring hope
Deepak Rai no bharati kushitha abhinaya,hopelessness
Nepal dakulu saither...,hopelessness
He is just amazing.....pushpa akka,inspiring hope
Garnal dakkun best und,hopelessness
ಪೆಜ್ಜು ಪೆಜ್ಜು juice gu apundu,hopelessness
Kudonji nataka malpule pls,optimistic hope
Thelthu Thelthu Saak Aand..,realistic hope
"Pilli thha sontaa , Super attend..",inspiring hope
karma dada seriel mare ..av pura dada comedy ya...latpot seriel,hopelessness
Yan MIK subscribe maltini ye Sharan Chilimbi rdh ️,optimistic hope
supper undu mathara,inspiring hope
Plz sikenda korle,hopelessness
ಬಾರೀ ಕುಶ್ಶೀ ಆಪುಂಡು ಶುದ್ದ ತುಲು ಕೇನರ ನಿಜವಾದ್ ಅಡಿಗೆದ ಬೇಲೆ ತೂದು ಕಲ್ಪೊಡ್ ನಮ,optimistic hope
va comedy va jolllly va jollyy,inspiring hope
Bele mugit banaga Manas ora hagura apund...,optimistic hope
Arvind bolar superstar for comdey,inspiring hope
Full film padle pls.....,optimistic hope
hahaha super comedy . What is this rashing you jaya.... ..,hopelessness
Ichane vidio padly yedde apundu,realistic hope
Niklna bakida concept comedy pura masth edde athnd.. Undu matra overacting athnd.... Dala edde athiji,fading hope
Pura filmdu comedy undu,inspiring hope
Telthd telthd banji b   e aand. Wow,inspiring hope
Nice movie.ಎಡ್ಡೆ ಫಿಲ್ಮ್,inspiring hope
ಒಂತೆ ಜಾಸ್ತಿ ಆಂಡ್,fading hope
Mastu tulu picture down load malple plzzz,optimistic hope
Super Kapikad ....cpl da enna fvrt team,realistic hope
superb .....proud to be frm tulunaadu.... porlu tulunaadu,realistic hope
Bete topic ke tikuduja mare\u200d️,hopelessness
bakwaas comedy!!!!! yenchi savoda acting,hopelessness
What a perform   ce sunilanna suprb...Telth telth telkeda kadya pudand...Prashamsada levelg ittund perform   ce...,inspiring hope
baari laik undu. superrrrr,inspiring hope
Episode 4 epa budpar,hopelessness
Mast telipayr solmelu,inspiring hope
"Please upload kasoldipar ,babu ,yanori baroliya old Tulu nataka mp3",hopelessness
act masthu yedde athundu I like umesh acting,inspiring hope
"Zomato ka promotion hai kya ', ""Che pant parithundu'ye\u200d️ posath deth korle"", '",hopelessness
Yenno fav buthet arinudha Anna,inspiring hope
"edde script korle anna, making zero",hopelessness
Arpith bombayida binneru shurutu tutini.mast khushi aadittundu.,realistic hope
wa Marl marre,hopelessness
Top athende bro continue manpi,inspiring hope
Full movie upload malpi marre Pls broii,hopelessness
Nikulu mooji janatala superrrrr comedy,inspiring hope
ಮಸ್ತ್ ಮಸ್ತ್ ಪೊರ್ಲುದ episodes. Very nice presentation. ಕಲಾವಿದನಿಂದ ತಂತ್ರಜ್ಞರವರೆಗೆ ಎಲ್ಲರಿಗೂ,inspiring hope
Hahhaha...masth thelipayer yannan...,realistic hope
Errna zip thueeni awwoli ayye,hopelessness
Once again tulunada maanikya rockz,inspiring hope
Full movie padle yanklu Mumbai da public demand,realistic hope
Dev Ur voice is so nice but others voice irritated....but Ur lungi colour change,hopelessness
Arpith anna irna maala fan aanda namma Santhu epic Santhu anna very big fan,inspiring hope
Nanala judgnakl stageg podu,optimistic hope
Rocking music devere,realistic hope
yan kathondulle epala 1 episode upload manpule,optimistic hope
"Thulunadud doddanakulla hushar ullerr, pada rani ajji",inspiring hope
Masth edde undu,inspiring hope
wow bari porluda acting al the best team,inspiring hope
Arpith na lite version syk aathnd,inspiring hope
Telth Telth saak aand,realistic hope
ಉಂದು ವೊವು ಎಪಿಸೋಡ್ ಪನ್ಲೆ ಭ್ರೋ pls,realistic hope
Ninna patheruna kammi malpu maraya. Thelipavuna dada undhu aven thojavu.,fading hope
"VASANNA, SUPER, DUPER",inspiring hope
ಅಂಡ ನಿಜವೈನ feeling e nataka d thuyara thikkndh.,inspiring hope
ಈರ್ ಆವೊಲಿ ಮಾರ್ರೆ..heroine ನೇ ಮದಿಮೆ ಆತರ್ . made for each other in acting ️,inspiring hope
Jathi da dharmada comedy budle....,hopelessness
Bahubali film n onji review malpule,optimistic hope
Prashama team aita pudar da lakane poorerla aven pugaruneyaan e team da onji malla abhimani,inspiring hope
Walter la kalther kann hakere. Very nice. Nice comedy.,hopelessness
Barri yadde kathe swami koragajja,inspiring hope
ಓಲಯ ಯಾನ್ ಮುಳುಳುಯೇ,hopelessness
Arpith anna super.. Erna acting bainkara undu marre ..sharan …all the best your team..,inspiring hope
Dayeg ajjigu makar manparu... Paapa,hopelessness
ಬಾರಿ ಎಡ್ಡೆ ಕಾಮಿಡಿ...,inspiring hope
Bari shok. Nana onji video malpuley,optimistic hope
super ajji sok thamase malder,inspiring hope
4:53 naramani buddi batthibokkane haal aayini..,fading hope
Umil thulu full movie plz,hopelessness
Oula thuvare ejjinda au,hopelessness
Sule balla nikleg byarilena thamase manpuvara,hopelessness
Pukuli pukuli pukuli,hopelessness
Wahh.... Nama tuluverna wa comedy marre...,realistic hope
9 months andu uploaded malpove pandu Nana yapa malpuvar,hopelessness
Wow mast shoku attndh ..swamy ajja,inspiring hope
"Comedy with no meaning?"", 'yenche soku maraiyere",fading hope
Comedy maathra superrr,inspiring hope
ವಾ ಮರ್ಲ್ ಮರೆ.. ನಿಕ್ಲೆನಾ 😂😂,hopelessness
ಎಡ್ಡೆ ಎಪಿಸೋಡ್... ಮಾತೆರ್ನಲ ಅಭಿನಯ ಸೂಪರ್...ಜೈ ಸುಂದರನ್ನ..ಜೈ ದೀಪಕಣ್ಣ...,inspiring hope
"gottu ittụṇḍa mini yaṅkụ teripāle. solmelụ "", 'Hi dooooooo do do",hopelessness
mast like undu,inspiring hope
Kannada movie malpunaga onthe jagrathe. Kelav fans bokka ugra aver.,realistic hope
Spr krishmama mam,realistic hope
Supper undo Mara,hopelessness
Kalve sharuku digu Akshay Kumar ejena.,optimistic hope
Lol mast khushi aand,realistic hope
Super ಸಮಿ ಗುಳಿಗೆ,realistic hope
Bale baparr paterle dile pudar bevarsile,fading hope
Non sense.. Comedy da pudar d nurse na profession n wrong portray maltondh uller..,hopelessness
Serial super undu title song la super,realistic hope
Ending mathu yedde malder.... D K sir.,hopelessness
Super!! Vidhana saudha mantri samavesha da,hopelessness
GREET BALE TELIPAALE,inspiring hope
But beginning d avu onji sound bodchithund,fading hope
Masthu yedde klsa mlthar.,inspiring hope
Awesome aathnd bro,inspiring hope
sukesh yana urudare good act,inspiring hope
Part 2 la malpule anna,inspiring hope
Full movie korle pls...,hopelessness
Last da lines powefull and sathyoda patera..️ ಅಜ್ಜ,inspiring hope
Edde undu baari edde acting malter... But ee story malayalam movie undu,optimistic hope
Sundara bangady ijjinda yaksharasa malpochi annere bore apundu,hopelessness
e programme mast shoku undu... purergla best of luck.. baka mast solmelu,inspiring hope
E song n search malthinareg award korodu,realistic hope
Vijay vittalnath shetty na appe saavun telupuna,hopelessness
Inchene pura seen padi boka film enek tupini karma..e picture edde iji,hopelessness
yedde and dane comedy marre,hopelessness
4ne episode paadle,hopelessness
Karnatakod unbreakable record malthar.God bless you and your team..,optimistic hope
Facebookd lovead madme anda kadek a jodid onjek balle gathi,hopelessness
Hi my lovely song super tulu naad mastu shok this song,inspiring hope
umeshanna very nice awesome....... umeshanna,inspiring hope
Bari shokathnd jai thulunad,realistic hope
sala tegedu call dethiji,hopelessness
"ಸೂಪರ್,,,,, ರವಿ ಆಂಡ್ ಪುಷ್ಪರಾಜ್",inspiring hope
ನಮ್ಮ ತುಳುನಾಡ ಪೊರ್ಲು,realistic hope
"Va bundle joke maare e janata,not at all good, Namma arpit anne s the best.",fading hope
Barsa Movie upload malpule..,inspiring hope
"Then pooki,pottel,saman maya",hopelessness
Super nataka ye undu,inspiring hope
supeer undu ya,inspiring hope
Thelithd banji bene apundu.. Sup,hopelessness
"onji churula yedde aathiji,topik apagapaga change avondu ithnd,parake sandayilekka aathnd",fading hope
ತೆಲಿತ್ ತೆಲಿತ್ ಬಂಜಿಬೇನೆ,hopelessness
Super msg jai hind...yan army lover....skit super aathnd,inspiring hope
Kussiiii aaaand thudh,inspiring hope
yenk hero masth ista athnd,realistic hope
ಎಡ್ಡೆ ಹಾಸ್ಯ...ಭಾರಿ ಶೋಕಾತ್ಂಡ್....ದಾಯ್ಜಿವರ್ಲ್ಡ್ ಚಾನೆಲ್ ಗ್ ಸೊಲ್ಮೆಲು...,inspiring hope
masth masth porlu ethnda,inspiring hope
Yenchi saav da blinking,hopelessness
Anna full video padula annaplz,hopelessness
Av lastda dala edde athji aitha baka comedy la dala athiji,fading hope
"IPL da bage onge video malpule, plz",realistic hope
"Good act by 30 lakhs bag holder, not Deepak, overacting malpere balli",fading hope
Ninna enchane nikalna Pura nataka padodu all the best,hopelessness
Niklegu Bethe bele ejji family Kulludu tupinath,hopelessness
Nishan bokka varun anna super song ️️,realistic hope
Yedde comedy supper athende,inspiring hope
NAVEEN SIR EER SUPPER ALL TEAM COMEDY VERRY SUPPER GOD BLESS YOU,inspiring hope
Sooper jodi anna,inspiring hope
"Mast comedy Undu, Walter sir acting porlu.",inspiring hope
ajji baari joruller....jagrthed patherodu .....,hopelessness
Tulu nadu best,inspiring hope
", ""Sir onji Chen's thikuva mimikiry malpiyara"", '",inspiring hope
Va anna mast comidi,hopelessness
Ha boddin vaith pidai dakleya alna enchi pankda comedy alna accting de nikul flop apar,hopelessness
"Pukuli fans like , dada savv song marre",hopelessness
Full video super aathnd bro I have enjoyed alot,inspiring hope
Sokuda comedy marre,inspiring hope
Meese katerle marre,fading hope
Pukuli ️ becha maaraya,hopelessness
Walteranna aik nanonji pipe padth kornda aandathe,hopelessness
Ponnu na enchina Tulu mare.....,hopelessness
Cute Ajji... loved her,inspiring hope
Anna episode jaasti manpule,inspiring hope
Incha ippare balli,hopelessness
Madmal bari porlu,hopelessness
shivannana illagh yaan podithe.aklena illadaklegh edde sathkaara undu.aathe laik arena judgement la undu.,realistic hope
Saav part 2  super jithesh & team  all the best guys,inspiring hope
bari porluda cenema ye jai tulunad,inspiring hope
Prajwal na nrutya eddethind,inspiring hope
superb... punches edde ethnd... best of luck..,inspiring hope
Eereg ov roll padndala suit aapundu,hopelessness
Aa pili nalikeda band kenanaga yeth kushi aapundu,realistic hope
super Arvind anna,realistic hope
Mutthappa rai lite!,hopelessness
bari shoka athanda .Keep it up,optimistic hope
Super love You Kapikad Naveen d padil Aravind bolar,optimistic hope
Fight jaasthi borchi,fading hope
Balthara barre mannuda karana,hopelessness
Bro full movie padle,hopelessness
Full comedy mare,inspiring hope
Naatakadla communal suru aand maare nana yencha muklena thoopunu yenkulu comedy gaadh thoovondithha,fading hope
jai thulunaad.. chips kalver...pukkeler...joklena comedy mallakleg laik and panare..ha ha superb,hopelessness
Super undu bro,inspiring hope
Namma tulu nad,hopelessness
Bari porlu aaatnd raajakarinaklaa hanebara tojpadar,inspiring hope
